IPT	1508173	2440	2402	2400	2449	2455	2373	2442	2423	2426	2373	2436	2469	2382	2382
IPT	1508347	2440	2403	2399	2449	2456	2372	2442	2423	2426	2372	2435	2469	2382	2382
IPT	1508521	2440	2401	2399	2449	2455	2372	2442	2422	2426	2372	2435	2468	2382	2382
IPT	1508696	2440	2401	2399	2449	2455	2373	2441	2422	2426	2372	2435	2468	2382	2382
IPT	1508871	2439	2401	2400	2448	2455	2372	2442	2422	2426	2372	2435	2468	2382	2382
IPT	1509045	2440	2402	2400	2448	2455	2372	2442	2423	2425	2372	2435	2468	2382	2382
IPT	1509219	2440	2401	2400	2448	2456	2372	2442	2423	2425	2372	2435	2469	2382	2382
IPT	1509394	2440	2400	2400	2448	2456	2372	2442	2422	2424	2371	2434	2469	2381	2381
IPT	1509568	2439	2400	2399	2448	2455	2372	2441	2422	2425	2371	2434	2468	2381	2381
IPT	1509743	2440	2401	2400	2448	2455	2372	2442	2423	2425	2371	2434	2468	2381	2381
IPT	1509917	2439	2400	2399	2449	2455	2372	2441	2422	2425	2371	2434	2468	2381	2381
IPT	1510092	2440	2400	2399	2449	2456	2371	2441	2422	2425	2371	2433	2468	2381	2381
IPT	1510266	2439	2400	2399	2447	2456	2371	2441	2422	2425	2371	2433	2468	2381	2381
IPT	1510440	2440	2400	2400	2448	2456	2372	2441	2422	2424	2371	2434	2468	2381	2382
IPT	1510615	2440	2400	2400	2448	2456	2372	2442	2423	2425	2372	2434	2469	2382	2382
IPT	1510789	2440	2400	2399	2449	2456	2372	2442	2422	2425	2371	2434	2468	2381	2381
IPT	1510964	2440	2400	2400	2448	2456	2372	2441	2421	2425	2371	2434	2468	2381	2381
IPT	1511138	2440	2400	2400	2448	2456	2371	2441	2422	2425	2371	2435	2468	2381	2382
IPT	1511313	2440	2401	2400	2449	2456	2372	2442	2422	2425	2371	2435	2467	2381	2382
IPT	1511487	2439	2400	2400	2448	2455	2372	2441	2422	2424	2370	2434	2467	2381	2382
IPT	1511662	2440	2400	2400	2449	2454	2371	2441	2421	2425	2371	2434	2468	2381	2382
IPT	1511836	2439	2399	2399	2448	2454	2372	2440	2422	2424	2371	2434	2467	2381	2382
IPT	1512010	2439	2400	2400	2448	2455	2372	2440	2422	2425	2371	2435	2468	2381	2382
IPT	1512185	2440	2400	2400	2449	2456	2373	2441	2422	2425	2371	2434	2468	2382	2383
IPT	1512359	2440	2401	2401	2449	2457	2372	2442	2422	2426	2371	2435	2468	2382	2382
IPT	1512533	2439	2399	2399	2449	2456	2373	2441	2422	2425	2371	2435	2467	2382	2382
IPT	1512708	2439	2400	2400	2448	2455	2372	2441	2422	2425	2371	2434	2467	2381	2382
IPT	1512882	2440	2401	2401	2448	2455	2372	2441	2422	2425	2371	2435	2467	2381	2381
IPT	1513057	2440	2401	2400	2449	2455	2372	2441	2422	2425	2371	2434	2467	2381	2381
IPT	1513231	2440	2400	2399	2449	2455	2372	2441	2422	2425	2370	2434	2467	2381	2381
IPT	1513406	2439	2400	2399	2449	2456	2372	2441	2422	2425	2371	2435	2467	2381	2382
IPT	1513580	2440	2401	2400	2449	2455	2372	2441	2422	2425	2371	2434	2468	2381	2382
IPT	1513755	2439	2401	2400	2449	2456	2373	2441	2422	2425	2371	2434	2468	2382	2382
IPT	1513929	2440	2401	2400	2449	2456	2372	2440	2421	2425	2370	2434	2468	2381	2382
IPT	1514104	2440	2401	2400	2449	2455	2373	2441	2423	2424	2371	2434	2468	2381	2382
IPT	1514278	2440	2400	2400	2449	2455	2372	2441	2422	2425	2371	2434	2467	2381	2381
IPT	1514452	2440	2400	2400	2448	2454	2371	2440	2421	2424	2370	2433	2467	2381	2381
IPT	1514627	2440	2400	2401	2449	2456	2373	2442	2422	2425	2371	2434	2468	2382	2382
IPT	1514801	2439	2398	2399	2448	2454	2372	2440	2421	2423	2370	2432	2466	2380	2381
IPT	1514976	2438	2399	2400	2448	2454	2371	2439	2421	2423	2370	2433	2466	2380	2381
IPT	1515150	2439	2399	2399	2449	2455	2371	2440	2420	2424	2370	2433	2467	2381	2381
IPT	1515325	2439	2400	2399	2449	2455	2372	2441	2421	2424	2370	2434	2468	2381	2381
IPT	1515499	2439	2400	2399	2449	2454	2372	2441	2421	2424	2370	2434	2468	2381	2381
IPT	1515674	2439	2401	2399	2449	2455	2372	2441	2421	2424	2371	2433	2468	2381	2381
IPT	1515849	2439	2400	2400	2449	2454	2371	2440	2421	2424	2370	2433	2468	2381	2381
IPT	1516023	2438	2399	2398	2448	2454	2371	2440	2421	2423	2370	2432	2467	2380	2381
IPT	1516198	2439	2399	2399	2449	2455	2371	2441	2421	2423	2370	2432	2467	2381	2381
IPT	1516372	2440	2399	2399	2449	2455	2372	2441	2422	2424	2370	2434	2468	2381	2381
IPT	1516547	2440	2400	2399	2448	2455	2372	2441	2422	2424	2371	2433	2468	2381	2381
IPT	1516721	2439	2400	2399	2449	2455	2371	2440	2422	2424	2371	2433	2468	2381	2381
IPT	1516895	2440	2400	2399	2449	2454	2372	2441	2422	2424	2370	2433	2467	2381	2381
IPT	1517070	2439	2400	2400	2448	2455	2372	2440	2421	2424	2370	2433	2467	2381	2381
IPT	1517244	2440	2400	2400	2448	2455	2372	2440	2422	2424	2370	2433	2467	2381	2381
IPT	1517418	2439	2400	2400	2448	2455	2371	2440	2422	2424	2371	2433	2467	2381	2381
IPT	1517593	2439	2400	2401	2449	2454	2371	2440	2422	2424	2371	2433	2468	2381	2381
IPT	1517767	2439	2401	2401	2449	2455	2372	2441	2422	2424	2371	2433	2469	2381	2382
IPT	1517941	2439	2401	2400	2449	2455	2372	2440	2422	2425	2371	2433	2468	2381	2381
IPT	1518116	2439	2400	2400	2448	2456	2371	2441	2421	2425	2371	2434	2468	2381	2381
IPT	1518290	2439	2399	2400	2449	2455	2371	2440	2421	2424	2371	2433	2467	2381	2381
IPT	1518464	2440	2400	2401	2449	2455	2372	2440	2421	2425	2371	2433	2467	2381	2381
IPT	1518639	2438	2400	2400	2448	2454	2370	2439	2421	2424	2370	2432	2466	2380	2381
IPT	1518813	2437	2400	2400	2447	2454	2370	2440	2421	2423	2370	2433	2466	2380	2380
IPT	1518987	2438	2400	2400	2448	2453	2370	2440	2421	2423	2370	2433	2467	2380	2380
IPT	1519162	2438	2399	2400	2448	2454	2371	2440	2421	2424	2371	2433	2467	2381	2381
IPT	1519336	2439	2400	2400	2448	2454	2371	2440	2421	2423	2370	2433	2466	2380	2381
IPT	1519511	2438	2400	2400	2448	2454	2371	2440	2421	2423	2370	2433	2467	2380	2381
IPT	1519685	2439	2401	2400	2449	2454	2371	2441	2422	2424	2371	2433	2467	2381	2381
IPT	1519860	2438	2401	2400	2448	2455	2371	2441	2421	2424	2370	2433	2468	2380	2381
IPT	1520034	2439	2401	2399	2448	2455	2371	2440	2421	2424	2370	2433	2467	2380	2381
IPT	1520208	2438	2400	2400	2448	2455	2371	2441	2421	2423	2371	2433	2467	2380	2381
IPT	1520383	2438	2400	2399	2448	2455	2370	2440	2421	2423	2369	2432	2466	2380	2380
IPT	1520557	2438	2400	2399	2448	2454	2371	2440	2420	2423	2370	2433	2466	2380	2381
IPT	1520731	2439	2400	2399	2448	2455	2371	2441	2421	2424	2371	2432	2466	2381	2381
IPT	1520905	2439	2400	2400	2448	2454	2371	2440	2421	2424	2370	2433	2467	2381	2381
IPT	1521079	2438	2400	2399	2448	2454	2370	2440	2421	2423	2370	2432	2466	2380	2381
IPT	1521254	2439	2400	2399	2448	2454	2371	2440	2422	2424	2369	2434	2467	2380	2380
IPT	1521428	2439	2400	2400	2448	2455	2371	2441	2421	2424	2370	2433	2468	2381	2381
