IPT	237	23.25	22.94	23.00	23.06
IPT	290	23.25	22.94	23.00	23.06
IPT	343	23.25	22.94	23.00	23.06
IPT	396	23.25	22.94	23.00	23.06
IPT	449	23.25	22.94	23.00	23.06
IPT	502	23.25	22.94	23.00	23.06
IPT	556	23.25	22.94	23.00	23.06
IPT	609	23.25	22.94	23.00	23.06
IPT	661	23.25	22.94	23.00	23.06
IPT	714	23.25	22.94	23.00	23.06
IPT	885	23.19	22.94	22.94	23.00
IPT	1587	23.19	22.94	22.94	23.06
IPT	2288	23.19	22.94	23.00	23.06
IPT	2990	23.19	22.94	23.00	23.06
IPT	3692	23.19	22.94	23.00	23.06
IPT	4393	23.25	22.94	23.00	23.06
IPT	5095	23.25	22.94	23.00	23.06
IPT	5796	23.25	22.94	23.00	23.06
IPT	6498	23.25	22.94	23.00	23.06
IPT	7199	23.25	22.94	23.00	23.06
IPT	7901	23.25	22.94	23.00	23.06
IPT	8602	23.19	22.94	23.00	23.06
IPT	9304	23.25	22.94	23.00	23.06
IPT	10005	23.25	22.94	23.00	23.06
IPT	10706	23.25	22.94	23.00	23.06
IPT	11409	23.25	22.94	23.00	23.06
IPT	12110	23.25	22.94	23.00	23.06
IPT	12812	23.25	22.94	23.00	23.06
IPT	13513	23.25	22.94	23.00	23.06
IPT	14215	23.25	22.94	23.00	23.06
IPT	14916	23.25	22.94	23.00	23.06
IPT	15618	23.25	22.94	23.00	23.06
IPT	16319	23.25	22.94	23.00	23.06
IPT	17021	23.25	22.94	23.00	23.06
IPT	17723	23.25	22.94	23.00	23.06
IPT	18424	23.25	22.94	23.00	23.06
IPT	19126	23.25	22.94	23.00	23.06
IPT	19827	23.25	22.94	23.00	23.06
IPT	20529	23.25	23.00	23.00	23.06
IPT	21230	23.25	22.94	23.00	23.06
IPT	21933	23.25	22.94	23.00	23.06
IPT	22634	23.25	22.94	23.00	23.06
IPT	23335	23.25	22.94	23.00	23.06
IPT	24037	23.25	22.94	23.00	23.06
IPT	24738	23.25	22.94	23.00	23.06
IPT	25440	23.25	22.94	23.00	23.06
IPT	26141	23.25	22.94	23.00	23.06
IPT	26844	23.25	22.94	23.00	23.06
IPT	27545	23.25	22.94	23.00	23.06
IPT	28247	23.25	22.94	23.00	23.06
IPT	28948	23.25	22.94	23.00	23.06
IPT	29649	23.25	22.94	23.00	23.06
IPT	30351	23.25	22.94	23.00	23.06
IPT	31052	23.25	22.94	23.00	23.06
IPT	31754	23.25	22.94	23.00	23.06
IPT	32456	23.25	22.94	23.00	23.06
IPT	33158	23.25	22.94	23.00	23.06
IPT	33859	23.25	22.94	23.00	23.06
IPT	34561	23.25	22.94	23.00	23.06
IPT	35262	23.25	22.94	23.00	23.06
IPT	35963	23.25	22.94	23.00	23.06
IPT	36665	23.25	22.94	23.00	23.06
IPT	37367	23.25	22.94	23.00	23.06
IPT	38069	23.25	22.94	23.00	23.06
IPT	38770	23.25	22.94	23.00	23.06
IPT	39472	23.25	22.94	23.00	23.06
IPT	40173	23.25	22.94	23.00	23.06
IPT	40875	23.25	22.94	23.00	23.06
IPT	41576	23.25	22.94	23.00	23.06
IPT	42277	23.25	22.94	23.00	23.06
IPT	42980	23.25	22.94	23.00	23.06
IPT	43681	23.25	22.94	23.00	23.06
IPT	44383	23.25	22.94	23.00	23.06
IPT	45084	23.25	22.94	23.00	23.06
IPT	45786	23.25	22.94	23.00	23.06
IPT	46487	23.25	22.94	23.00	23.06
IPT	47188	23.25	22.94	23.00	23.06
IPT	47891	23.25	22.94	23.00	23.06
IPT	48592	23.25	22.94	23.00	23.06
IPT	49294	23.25	22.94	23.00	23.06
IPT	49995	23.25	22.94	23.00	23.06
IPT	50697	23.25	22.94	23.00	23.06
IPT	51398	23.25	22.94	23.00	23.06
IPT	52100	23.25	22.94	23.00	23.06
IPT	52802	23.25	22.94	23.00	23.06
IPT	53504	23.25	22.94	23.00	23.06
IPT	54205	23.25	22.94	23.00	23.06
IPT	54906	23.25	22.94	23.00	23.06
IPT	55608	23.25	22.94	23.00	23.06
IPT	56309	23.25	22.94	23.00	23.06
IPT	57011	23.25	22.94	23.00	23.06
IPT	57713	23.25	22.94	23.00	23.06
IPT	58415	23.25	22.94	23.00	23.06
IPT	59116	23.25	22.94	23.00	23.06
