IPT	237	21.81	21.56	21.56	21.62
IPT	290	21.81	21.56	21.56	21.62
IPT	344	21.81	21.56	21.56	21.62
IPT	396	21.81	21.56	21.56	21.62
IPT	449	21.81	21.56	21.56	21.62
IPT	502	21.81	21.56	21.56	21.62
IPT	556	21.81	21.56	21.56	21.62
IPT	609	21.81	21.56	21.56	21.62
IPT	661	21.81	21.56	21.56	21.62
IPT	714	21.81	21.56	21.56	21.62
IPT	885	21.81	21.50	21.56	21.62
IPT	1587	21.81	21.50	21.56	21.62
IPT	2288	21.81	21.50	21.56	21.62
IPT	2990	21.81	21.50	21.56	21.62
IPT	3691	21.81	21.50	21.56	21.62
IPT	4392	21.81	21.50	21.56	21.62
IPT	5094	21.81	21.50	21.56	21.62
IPT	5795	21.81	21.50	21.56	21.62
IPT	6497	21.81	21.50	21.56	21.62
IPT	7198	21.81	21.50	21.56	21.62
IPT	7900	21.81	21.50	21.56	21.62
IPT	8602	21.81	21.50	21.56	21.62
IPT	9304	21.81	21.50	21.56	21.62
IPT	10005	21.81	21.50	21.56	21.62
IPT	10706	21.81	21.50	21.56	21.62
IPT	11408	21.81	21.50	21.56	21.62
IPT	12109	21.81	21.50	21.56	21.62
IPT	12811	21.75	21.50	21.56	21.62
IPT	13512	21.81	21.50	21.56	21.62
IPT	14214	21.81	21.50	21.56	21.62
IPT	14915	21.81	21.50	21.56	21.62
IPT	15618	21.81	21.50	21.56	21.62
IPT	16319	21.81	21.50	21.56	21.62
IPT	17020	21.81	21.50	21.56	21.62
IPT	17722	21.81	21.50	21.56	21.62
IPT	18423	21.81	21.50	21.56	21.62
IPT	19125	21.75	21.50	21.56	21.62
IPT	19826	21.81	21.50	21.56	21.62
IPT	20528	21.75	21.50	21.56	21.62
IPT	21229	21.81	21.50	21.56	21.62
IPT	21932	21.81	21.50	21.56	21.62
IPT	22633	21.81	21.50	21.56	21.62
IPT	23334	21.81	21.50	21.56	21.62
IPT	24036	21.81	21.50	21.56	21.62
IPT	24737	21.81	21.50	21.50	21.62
IPT	25439	21.75	21.50	21.56	21.62
IPT	26140	21.75	21.50	21.56	21.62
IPT	26842	21.81	21.50	21.56	21.62
IPT	27544	21.81	21.50	21.56	21.62
IPT	28246	21.75	21.50	21.56	21.62
IPT	28947	21.75	21.50	21.56	21.62
